File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF505DQW	fastq	fastq		reads		ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1	39		paired-ended	1	/files/ENCFF243EOW/			624500081	Gene Yeo, UCSD	96643f374696c56eedf9965b70620028	SRA:SRR5111995	https://www.encodeproject.org/files/ENCFF505DQW/@@download/ENCFF505DQW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF725ITK/	released	s3://encode-public/2016/03/11/52442d04-19f8-4da1-a260-6774cad0d9f6/ENCFF505DQW.fastq.gz					
ENCFF914VHS	fastq	fastq		reads		ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1	40		paired-ended	2	/files/ENCFF290RMT/			767241673	Gene Yeo, UCSD	b3ce669cad70be1ae603f7c7d8eeed5e	SRA:SRR5111994	https://www.encodeproject.org/files/ENCFF914VHS/@@download/ENCFF914VHS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF934XSG/	released	s3://encode-public/2016/03/11/98672f2e-513a-4b2e-aaf8-58ae34cc7662/ENCFF914VHS.fastq.gz					
ENCFF243EOW	fastq	fastq		reads		ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1	40		paired-ended	2	/files/ENCFF505DQW/			677326065	Gene Yeo, UCSD	e9037b4bbd0c9e2995a2910deaaf8334	SRA:SRR5111995	https://www.encodeproject.org/files/ENCFF243EOW/@@download/ENCFF243EOW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF934XSG/	released	s3://encode-public/2016/03/11/2d1c813f-1b68-4a9d-b72e-7487a71ba915/ENCFF243EOW.fastq.gz					
ENCFF259KQL	bam	bam		alignments	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF505DQW/, /files/ENCFF243EOW/	112493338	Gene Yeo, UCSD	51e9bc3e646574b37b9dff2d70f14398		https://www.encodeproject.org/files/ENCFF259KQL/@@download/ENCFF259KQL.bam				released	s3://encode-public/2016/03/11/130ca2d1-f8e0-4c68-acd4-d79fd1e6ed28/ENCFF259KQL.bam	Lab custom hg19	archived			
ENCFF606WSU	bam	bam		alignments	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF290RMT/, /files/ENCFF914VHS/	702981303	Gene Yeo, UCSD	cb821f3f9d2872c464968201b73b8d6d		https://www.encodeproject.org/files/ENCFF606WSU/@@download/ENCFF606WSU.bam				released	s3://encode-public/2016/03/11/62f3275b-3720-492d-bc25-d721045b6c98/ENCFF606WSU.bam	Lab custom hg19	archived			
ENCFF169SMQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF683KLO/, /files/ENCFF259KQL/, /files/ENCFF606WSU/, /files/ENCFF764ZUP/, /files/ENCFF039QTN/, /files/ENCFF450VBG/	119335	Gene Yeo, UCSD	deff0d5a65ecf935990bd93a527624f6		https://www.encodeproject.org/files/ENCFF169SMQ/@@download/ENCFF169SMQ.bed.gz				released	s3://encode-public/2018/06/08/1f62de64-d35e-4922-bd64-7c9dcfc104d8/ENCFF169SMQ.bed.gz	Lab custom hg19	archived			
ENCFF251DMV	bam	bam		alignments	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF290RMT/, /files/ENCFF914VHS/	677421772	Gene Yeo, UCSD	9fb5984d86020e30295c09505ab0c0f4		https://www.encodeproject.org/files/ENCFF251DMV/@@download/ENCFF251DMV.bam				released	s3://encode-public/2016/09/09/e719f950-0c59-4018-a21b-5ee02973cfcd/ENCFF251DMV.bam	Lab custom GRCh38	released			
ENCFF604NYA	bam	bam		alignments	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF505DQW/, /files/ENCFF243EOW/	335372244	Gene Yeo, UCSD	a9abf39a06a666599fd524fa6b8d9f0d		https://www.encodeproject.org/files/ENCFF604NYA/@@download/ENCFF604NYA.bam				released	s3://encode-public/2016/09/09/d869363d-f6a7-487d-be96-d1763f5b4f42/ENCFF604NYA.bam	Lab custom GRCh38	released			
ENCFF239WVK	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF259KQL/	5549564	Gene Yeo, UCSD	6025eae8b884de86b196a55a0cacdc54		https://www.encodeproject.org/files/ENCFF239WVK/@@download/ENCFF239WVK.bigWig				released	s3://encode-public/2016/11/08/4e682e26-09bd-4fa0-8793-ce72026bf9ca/ENCFF239WVK.bigWig	Lab custom hg19	archived			
ENCFF755MFB	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF606WSU/	31373532	Gene Yeo, UCSD	31504ede27e33fa529cab9d0a0624bef		https://www.encodeproject.org/files/ENCFF755MFB/@@download/ENCFF755MFB.bigWig				released	s3://encode-public/2016/11/08/75175457-cf74-4401-b1cb-9b392e920872/ENCFF755MFB.bigWig	Lab custom hg19	archived			
ENCFF812FTP	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF606WSU/	32585550	Gene Yeo, UCSD	d4f0110fef9b197cf4b6e33fb2d09fed		https://www.encodeproject.org/files/ENCFF812FTP/@@download/ENCFF812FTP.bigWig				released	s3://encode-public/2016/11/09/d7824453-90e8-4f1c-a744-92be67b944c5/ENCFF812FTP.bigWig	Lab custom hg19	archived			
ENCFF237MHV	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF259KQL/	5732723	Gene Yeo, UCSD	1e2e2306a4d2cd5c8a15266c74d0fabe		https://www.encodeproject.org/files/ENCFF237MHV/@@download/ENCFF237MHV.bigWig				released	s3://encode-public/2016/11/09/57228c5d-a287-484f-8972-07622b36fa42/ENCFF237MHV.bigWig	Lab custom hg19	archived			
ENCFF987ZLP	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF604NYA/	16940158	Gene Yeo, UCSD	e11a6543882beaafc11157c4adbb517b		https://www.encodeproject.org/files/ENCFF987ZLP/@@download/ENCFF987ZLP.bigWig				released	s3://encode-public/2016/11/09/274a2d76-7641-4bca-ac5e-39d5c5d34201/ENCFF987ZLP.bigWig	Lab custom GRCh38	released			
ENCFF637HML	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF251DMV/	30522120	Gene Yeo, UCSD	1ae523c8c6f49129fad01782fd58edb5		https://www.encodeproject.org/files/ENCFF637HML/@@download/ENCFF637HML.bigWig				released	s3://encode-public/2016/11/09/86449026-f4cc-49a6-9040-7037a6e83446/ENCFF637HML.bigWig	Lab custom GRCh38	released			
ENCFF726ABM	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF604NYA/	17451659	Gene Yeo, UCSD	75e28757e55e278a8afd58c704e6aa57		https://www.encodeproject.org/files/ENCFF726ABM/@@download/ENCFF726ABM.bigWig				released	s3://encode-public/2016/11/09/9ef2cb23-f804-4cce-9929-9ed3d9259bf6/ENCFF726ABM.bigWig	Lab custom GRCh38	released			
ENCFF156RRX	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF251DMV/	31619666	Gene Yeo, UCSD	6635df021447a46227288f841177f927		https://www.encodeproject.org/files/ENCFF156RRX/@@download/ENCFF156RRX.bigWig				released	s3://encode-public/2016/11/09/4211ac25-c42f-4562-9bc6-ef54b4ed6900/ENCFF156RRX.bigWig	Lab custom GRCh38	released			
ENCFF810NKV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF564VOC/, /files/ENCFF604NYA/, /files/ENCFF637HZJ/, /files/ENCFF251DMV/, /files/ENCFF269URO/, /files/ENCFF132SLV/	169717	Gene Yeo, UCSD	f1822daab54cf009e164160153aeaeaa		https://www.encodeproject.org/files/ENCFF810NKV/@@download/ENCFF810NKV.bed.gz				released	s3://encode-public/2018/12/03/f356af2c-bfda-4fe2-87b9-df3d21939048/ENCFF810NKV.bed.gz	Lab custom GRCh38	released			
ENCFF450VBG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF259KQL/, /files/ENCFF764ZUP/	490809	Gene Yeo, UCSD	7cb2288c9b0980fea5826c1ac16fd065		https://www.encodeproject.org/files/ENCFF450VBG/@@download/ENCFF450VBG.bed.gz				released	s3://encode-public/2016/11/30/48862d7d-cf7d-4387-9785-ca7135bc43f0/ENCFF450VBG.bed.gz	Lab custom hg19	archived			
ENCFF683KLO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF606WSU/, /files/ENCFF764ZUP/	2662972	Gene Yeo, UCSD	f77f7911efae94889d7a786b3ccd3ee4		https://www.encodeproject.org/files/ENCFF683KLO/@@download/ENCFF683KLO.bed.gz				released	s3://encode-public/2016/11/30/7568281c-33d2-4c90-a8e6-79a5c572b7c3/ENCFF683KLO.bed.gz	Lab custom hg19	archived			
ENCFF564VOC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF604NYA/, /files/ENCFF132SLV/	1516800	Gene Yeo, UCSD	7eac1b364414849abb28aa6b1461aae9		https://www.encodeproject.org/files/ENCFF564VOC/@@download/ENCFF564VOC.bed.gz				released	s3://encode-public/2016/11/30/3891b82d-9d64-472f-b6c3-aa4a8bdc388a/ENCFF564VOC.bed.gz	Lab custom GRCh38	released			
ENCFF637HZJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF251DMV/, /files/ENCFF132SLV/	2605480	Gene Yeo, UCSD	3f29420f2e078b11f7c93abdd9e568ae		https://www.encodeproject.org/files/ENCFF637HZJ/@@download/ENCFF637HZJ.bed.gz				released	s3://encode-public/2016/11/30/38e937b9-8e19-47ba-9b12-0a93677e8eae/ENCFF637HZJ.bed.gz	Lab custom GRCh38	released			
ENCFF286KRK	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF450VBG/	934563	Gene Yeo, UCSD	02af17665f72b8090591a8cea5fee1ff		https://www.encodeproject.org/files/ENCFF286KRK/@@download/ENCFF286KRK.bigBed				released	s3://encode-public/2016/12/02/4f047d9f-c165-4bbe-8959-be9183e612c5/ENCFF286KRK.bigBed	Lab custom hg19	archived			
ENCFF423IWN	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF683KLO/	5071386	Gene Yeo, UCSD	9f7d5efe18746766751ca860be32285e		https://www.encodeproject.org/files/ENCFF423IWN/@@download/ENCFF423IWN.bigBed				released	s3://encode-public/2016/12/02/bc517988-fff6-402c-8ddd-ed166085471e/ENCFF423IWN.bigBed	Lab custom hg19	archived			
ENCFF631WUL	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	1	1_1							/files/ENCFF564VOC/	3099096	Gene Yeo, UCSD	29844a48f2e47f4ad24d62d0f3a549ec		https://www.encodeproject.org/files/ENCFF631WUL/@@download/ENCFF631WUL.bigBed				released	s3://encode-public/2016/12/03/30daebf6-b59b-4f1d-83e4-c3a80d1ed7e7/ENCFF631WUL.bigBed	Lab custom GRCh38	released			
ENCFF573SHW	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR725ARB	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										AGGF1-human	RNA				ultraviolet irradiation	strand-specific	2016-04-26	ENCODE		see document	175-300	2	2_1							/files/ENCFF637HZJ/	4968907	Gene Yeo, UCSD	0d8dbd5efa7e84e595c02606beb495f2		https://www.encodeproject.org/files/ENCFF573SHW/@@download/ENCFF573SHW.bigBed				released	s3://encode-public/2016/12/03/fba84ba5-bed0-4490-9d06-dccad8ea0432/ENCFF573SHW.bigBed	Lab custom GRCh38	released			
ENCFF661TYX	fastq	fastq		reads		ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1	43		paired-ended	1	/files/ENCFF218BOC/			235900763	Gene Yeo, UCSD	e69e8a3d728dc8792d43bed477598aec	SRA:SRR5111839	https://www.encodeproject.org/files/ENCFF661TYX/@@download/ENCFF661TYX.fastq.gz		Illumina HiSeq 2000	/files/ENCFF558NTZ/	released	s3://encode-public/2016/03/22/5bbd3210-029d-434c-a2b4-e7f0a4fb087b/ENCFF661TYX.fastq.gz					
ENCFF734UEC	fastq	fastq		reads		ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1	43		paired-ended	1	/files/ENCFF147JYD/			187212648	Gene Yeo, UCSD	7450ec2dbd5c00774cba29993c2a6e2c	SRA:SRR5111838	https://www.encodeproject.org/files/ENCFF734UEC/@@download/ENCFF734UEC.fastq.gz		Illumina HiSeq 2000	/files/ENCFF558NTZ/	released	s3://encode-public/2016/03/22/6c397f52-5f92-4789-897c-affd202ca0fe/ENCFF734UEC.fastq.gz					
ENCFF147JYD	fastq	fastq		reads		ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1	45		paired-ended	2	/files/ENCFF734UEC/			210459987	Gene Yeo, UCSD	3a9dc57a54596810c3a58aada4e1bacf	SRA:SRR5111838	https://www.encodeproject.org/files/ENCFF147JYD/@@download/ENCFF147JYD.fastq.gz		Illumina HiSeq 2000	/files/ENCFF333DTJ/	released	s3://encode-public/2016/03/22/85a08981-bf56-4242-a1c8-1b52eb92064d/ENCFF147JYD.fastq.gz					
ENCFF218BOC	fastq	fastq		reads		ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF661TYX/			266966804	Gene Yeo, UCSD	d43a7134abda446bf406f7e713d3560d	SRA:SRR5111839	https://www.encodeproject.org/files/ENCFF218BOC/@@download/ENCFF218BOC.fastq.gz		Illumina HiSeq 2000	/files/ENCFF333DTJ/	released	s3://encode-public/2016/03/22/2c43b0b2-0956-4dab-8b61-f5ddb0966434/ENCFF218BOC.fastq.gz					
ENCFF565CEU	bam	bam		alignments	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF661TYX/, /files/ENCFF218BOC/	264367602	Gene Yeo, UCSD	aa5183e07a074e8fac92753dc8d70b8f		https://www.encodeproject.org/files/ENCFF565CEU/@@download/ENCFF565CEU.bam				released	s3://encode-public/2016/03/24/63fcf427-0858-4c85-a6b3-9eea5d09da24/ENCFF565CEU.bam	Lab custom hg19	archived			
ENCFF453YOD	bam	bam		alignments	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF734UEC/, /files/ENCFF147JYD/	199950194	Gene Yeo, UCSD	d16cc03ef2a8556643de382faadbbc97		https://www.encodeproject.org/files/ENCFF453YOD/@@download/ENCFF453YOD.bam				released	s3://encode-public/2016/03/24/8e1b93bc-bc94-40c0-9407-e3144e207f02/ENCFF453YOD.bam	Lab custom hg19	archived			
ENCFF259NLI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF453YOD/, /files/ENCFF039QTN/, /files/ENCFF887NON/, /files/ENCFF565CEU/, /files/ENCFF697CMV/, /files/ENCFF333KPU/	148788	Gene Yeo, UCSD	1abe1f5a7c33d907d719212035258ee9		https://www.encodeproject.org/files/ENCFF259NLI/@@download/ENCFF259NLI.bed.gz				released	s3://encode-public/2018/06/08/83dfe3ea-8e56-47da-8c49-3a90ddb86455/ENCFF259NLI.bed.gz	Lab custom hg19	archived			
ENCFF524PYO	bam	bam		alignments	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF661TYX/, /files/ENCFF218BOC/	261663602	Gene Yeo, UCSD	7287cf3fa083dc4af4059b5965c75cac		https://www.encodeproject.org/files/ENCFF524PYO/@@download/ENCFF524PYO.bam				released	s3://encode-public/2016/09/09/b1ec8628-cb4e-47b0-aec4-aec7295a2013/ENCFF524PYO.bam	Lab custom GRCh38	released			
ENCFF923ZPC	bam	bam		alignments	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF734UEC/, /files/ENCFF147JYD/	198188581	Gene Yeo, UCSD	0f8f354fd14c6bbe559f586028e1fa10		https://www.encodeproject.org/files/ENCFF923ZPC/@@download/ENCFF923ZPC.bam				released	s3://encode-public/2016/09/09/27e0243e-1a63-4765-b6fa-af3ccf513797/ENCFF923ZPC.bam	Lab custom GRCh38	released			
ENCFF281ELS	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF453YOD/	10962672	Gene Yeo, UCSD	0993dc83da313b8691457871f5f0275d		https://www.encodeproject.org/files/ENCFF281ELS/@@download/ENCFF281ELS.bigWig				released	s3://encode-public/2016/11/08/4435f152-2d04-4c5f-b47b-071bfd60d55f/ENCFF281ELS.bigWig	Lab custom hg19	archived			
ENCFF591LPY	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF565CEU/	13702381	Gene Yeo, UCSD	0517dea34d52c011c492494a34bf6b82		https://www.encodeproject.org/files/ENCFF591LPY/@@download/ENCFF591LPY.bigWig				released	s3://encode-public/2016/11/08/8abf8033-a569-45c5-b0df-28caca5aac21/ENCFF591LPY.bigWig	Lab custom hg19	archived			
ENCFF450IVA	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF453YOD/	11382985	Gene Yeo, UCSD	14c84afd1e73b5579b4aa1367e96bc40		https://www.encodeproject.org/files/ENCFF450IVA/@@download/ENCFF450IVA.bigWig				released	s3://encode-public/2016/11/09/3a415637-1a87-405d-8a6a-df8ad4156fee/ENCFF450IVA.bigWig	Lab custom hg19	archived			
ENCFF619APF	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF565CEU/	14389401	Gene Yeo, UCSD	42f9c36b61d436368ad4440db2b2d19d		https://www.encodeproject.org/files/ENCFF619APF/@@download/ENCFF619APF.bigWig				released	s3://encode-public/2016/11/09/c1d99502-0f34-4e51-9989-a0e1a26c3845/ENCFF619APF.bigWig	Lab custom hg19	archived			
ENCFF242QQJ	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF923ZPC/	10910857	Gene Yeo, UCSD	7741c86ffb26bcc98060dd788374a47b		https://www.encodeproject.org/files/ENCFF242QQJ/@@download/ENCFF242QQJ.bigWig				released	s3://encode-public/2016/11/09/8aaf0ca4-da03-4a68-b612-8d20171ba962/ENCFF242QQJ.bigWig	Lab custom GRCh38	released			
ENCFF979RKC	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF524PYO/	13643938	Gene Yeo, UCSD	1454cc34e4f3330265d8a0bada14fe2e		https://www.encodeproject.org/files/ENCFF979RKC/@@download/ENCFF979RKC.bigWig				released	s3://encode-public/2016/11/09/7745a046-9277-46dd-8d7b-933efbbadde4/ENCFF979RKC.bigWig	Lab custom GRCh38	released			
ENCFF569LQN	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF923ZPC/	11327583	Gene Yeo, UCSD	8268f50c1ba20af1ac24ced7ead1aa07		https://www.encodeproject.org/files/ENCFF569LQN/@@download/ENCFF569LQN.bigWig				released	s3://encode-public/2016/11/09/21a66de7-7ccb-4936-9b7a-7ca915ddd5e1/ENCFF569LQN.bigWig	Lab custom GRCh38	released			
ENCFF435YMY	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF524PYO/	14299969	Gene Yeo, UCSD	ca0d905ce8ea65235e2ad9adbbc037c1		https://www.encodeproject.org/files/ENCFF435YMY/@@download/ENCFF435YMY.bigWig				released	s3://encode-public/2016/11/09/25766d6a-cf6a-4d88-b81a-4a292286726a/ENCFF435YMY.bigWig	Lab custom GRCh38	released			
ENCFF037TVC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF524PYO/, /files/ENCFF606RXB/, /files/ENCFF669TNM/, /files/ENCFF923ZPC/, /files/ENCFF394DDJ/, /files/ENCFF269URO/	152254	Gene Yeo, UCSD	d6f5010da4b66b75a047ee27844ed966		https://www.encodeproject.org/files/ENCFF037TVC/@@download/ENCFF037TVC.bed.gz				released	s3://encode-public/2018/12/03/4b5c7a67-702b-4c5f-9750-0c2a122f6457/ENCFF037TVC.bed.gz	Lab custom GRCh38	released			
